"COUNTRY_OR_AREA","COMMODITY_TRANSACTION","YEAR","UNIT","QUANTITY_FOOTNOTES","QUANTITY"
"Lesotho","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","1","6.19999980926514"
"Lesotho","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","1","7.90000009536743"
"Lesotho","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","1","5.80000019073486"
"Lesotho","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","1","2.09999990463257"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","293"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","296"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","331"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","326"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","307"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","266"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","292"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","546"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","576"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","558"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","534"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","510"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","492"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","474"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","456"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","438"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","426"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","408"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","360"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","340"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","300"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","290"
"Libya","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","250"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","42"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","40"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","36"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","33"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","33"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","34"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","49"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","56"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","58"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","65"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","67"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","69"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","70"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","60"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","60"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","60"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","41"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","63"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","73"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","67"
"Lithuania","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","61"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","0"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","1"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","2"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","2"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","1"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","1"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","3"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","3"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","2"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","1"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","2"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","5"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","5"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","5"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","8"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","8"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","10"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","9"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","9"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","10"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","11"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","11"
"Luxembourg","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","11"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","8.39999961853027"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","7.2979998588562"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","7.02199983596802"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","6.69999980926514"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","7.0019998550415"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","7.26900005340576"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","6.82200002670288"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","8.00800037384033"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","7.92399978637695"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","6.34100008010864"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","4.0310001373291"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","4.98600006103516"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","5.0310001373291"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","7"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","1","5"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","1","6"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","1","6"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","1","6"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","1","6"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","1","3"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","1","2"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","1","2"
"Madagascar","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","1","2"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","646"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","717"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","643"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","676"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","882"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","708"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","730"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","672.530029296875"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","617.400024414062"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","525"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","585"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","523"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","520"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","643"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","523"
"Malaysia","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","512"
